,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current_Description
261,Kaduqli,SD,2022-07-15 19:58:22,11.0167,29.7167,72.73,84,22,0.72,few clouds
262,Lauria,IT,2022-07-15 19:58:23,40.0465,15.8358,67.6,75,0,1.39,clear sky
263,Hofn,IS,2022-07-15 19:58:23,64.2539,-15.2082,51.51,84,70,10.38,broken clouds
264,Maxixe,MZ,2022-07-15 19:58:23,-23.8597,35.3472,67.84,77,20,5.99,few clouds
265,Iskateley,RU,2022-07-15 19:58:24,67.6803,53.1512,69.84,80,83,9.15,broken clouds
266,Dubbo,AU,2022-07-15 19:54:21,-32.25,148.6167,28.53,93,100,6.91,overcast clouds
267,Lebu,CL,2022-07-15 19:54:21,-37.6167,-73.65,47.88,72,47,14.74,scattered clouds
268,Bambous Virieux,MU,2022-07-15 19:58:24,-20.3428,57.7575,68.25,94,75,19.57,light rain
269,Lexington,US,2022-07-15 19:58:33,37.9887,-84.4777,89.15,34,96,1.83,overcast clouds
270,Marzuq,YE,2022-07-15 20:03:20,14.4,46.4667,79.29,55,100,8.16,overcast clouds
271,Churapcha,RU,2022-07-15 20:03:20,62.0025,132.4325,67.41,89,85,1.19,overcast clouds
272,Sangar,RU,2022-07-15 20:03:21,63.9242,127.4739,64.47,91,99,2.39,overcast clouds
273,Kadaya,RU,2022-07-15 20:03:21,50.9327,119.2911,60.85,94,100,1.88,overcast clouds
274,Aquiraz,BR,2022-07-15 20:03:22,-3.9014,-38.3911,81.18,75,27,7.85,scattered clouds
275,Shingu,JP,2022-07-15 19:58:55,33.7333,135.9833,73.06,95,100,3.51,moderate rain
276,Narsimhapur,IN,2022-07-15 20:03:22,22.95,79.2,77.74,87,100,2.57,overcast clouds
277,Waddan,LY,2022-07-15 20:03:23,29.1614,16.139,82.04,32,0,16.98,clear sky
278,Kruisfontein,ZA,2022-07-15 20:03:23,-34.0033,24.7314,50.88,84,87,3.8,overcast clouds
279,Laguna,US,2022-07-15 19:59:35,38.421,-121.4238,97.02,39,0,3.0,clear sky
280,Paducah,US,2022-07-15 20:03:24,37.0834,-88.6001,94.44,47,0,5.75,clear sky
281,Adelaide,AU,2022-07-15 20:00:09,-34.9333,138.6,52.32,55,0,16.11,clear sky
282,Abu Dhabi,AE,2022-07-15 19:59:01,24.4667,54.3667,102.31,39,100,8.05,overcast clouds
283,Srednekolymsk,RU,2022-07-15 20:00:43,67.45,153.6833,67.21,44,49,5.26,scattered clouds
284,Ontario,US,2022-07-15 20:03:26,34.0633,-117.6509,106.88,41,20,13.8,few clouds
285,Kavieng,PG,2022-07-15 20:03:27,-2.5744,150.7967,81.23,77,100,9.91,overcast clouds
286,Bathsheba,BB,2022-07-15 20:03:27,13.2167,-59.5167,85.05,86,75,18.41,broken clouds
287,Saint-Georges,GD,2022-07-15 20:03:28,12.0564,-61.7485,80.2,85,100,18.23,overcast clouds
288,San Sebastian,ES,2022-07-15 20:03:28,43.3128,-1.975,79.45,77,0,1.99,clear sky
289,Guozhen,CN,2022-07-15 20:03:29,34.3659,107.359,74.12,89,100,4.03,moderate rain
290,Cascais,PT,2022-07-15 20:03:29,38.6979,-9.4215,78.15,59,0,11.5,clear sky
291,Sao Jose Da Coroa Grande,BR,2022-07-15 20:03:29,-8.8978,-35.1478,76.26,82,0,11.79,clear sky
292,Vung Tau,VN,2022-07-15 20:00:25,10.346,107.0843,79.32,86,100,9.13,light rain
293,Fomboni,KM,2022-07-15 20:03:30,-12.28,43.7425,76.32,74,6,14.85,clear sky
294,Gilbues,BR,2022-07-15 20:03:30,-9.8317,-45.3439,88.93,23,0,8.16,clear sky
295,Pekalongan,ID,2022-07-15 20:03:31,-6.8886,109.6753,76.01,86,14,5.21,light rain
296,Shu,KZ,2022-07-15 20:03:31,43.5983,73.7614,76.1,25,0,7.9,clear sky
297,Anchorage,US,2022-07-15 20:00:35,61.2181,-149.9003,63.64,78,75,5.99,light rain
298,Surt,LY,2022-07-15 20:03:32,31.2089,16.5887,78.13,57,0,8.68,clear sky
299,Charters Towers,AU,2022-07-15 20:03:32,-20.1,146.2667,53.64,87,58,9.4,broken clouds
300,Concarneau,FR,2022-07-15 20:03:32,47.875,-3.9225,73.69,47,97,12.17,overcast clouds
301,Los Alamos,US,2022-07-15 20:03:33,35.8881,-106.307,88.43,32,0,4.0,clear sky
302,Assiniboia,CA,2022-07-15 20:03:33,49.6334,-105.9845,93.6,24,0,11.92,clear sky
303,Pangkalanbuun,ID,2022-07-15 20:03:33,-2.6833,111.6167,73.18,99,75,2.55,broken clouds
304,Fortuna,US,2022-07-15 20:01:14,40.5982,-124.1573,70.93,69,0,4.0,clear sky
305,Micheweni,TZ,2022-07-15 20:03:34,-4.9667,39.8333,74.16,87,77,12.59,light rain
306,Roanoke Rapids,US,2022-07-15 20:03:34,36.4615,-77.6542,86.88,83,0,4.61,clear sky
307,Puri,IN,2022-07-15 20:03:35,19.8,85.85,81.12,83,95,11.99,overcast clouds
308,Christchurch,NZ,2022-07-15 19:59:55,-43.5333,172.6333,32.92,80,30,3.44,scattered clouds
309,Cordoba,AR,2022-07-15 20:01:42,-31.4135,-64.1811,55.24,52,96,7.0,overcast clouds
310,Ishinomaki,JP,2022-07-15 20:03:35,38.4167,141.3,71.8,98,100,14.63,moderate rain
311,Jalu,LY,2022-07-15 20:03:36,29.0331,21.5482,81.84,37,0,15.7,clear sky
312,Bubaque,GW,2022-07-15 20:03:36,11.2833,-15.8333,80.62,79,100,13.42,overcast clouds
313,Kutum,SD,2022-07-15 20:03:37,14.2,24.6667,69.89,83,90,13.44,moderate rain
314,Staryy Nadym,RU,2022-07-15 20:03:37,65.6118,72.6842,58.35,56,0,8.21,clear sky
315,Liverpool,GB,2022-07-15 20:01:53,53.4106,-2.9779,64.15,79,40,9.22,scattered clouds
316,Aracataca,CO,2022-07-15 20:04:38,10.5918,-74.1898,93.09,62,52,1.01,broken clouds
317,Pochutla,MX,2022-07-15 20:04:38,15.7432,-96.4661,86.83,70,97,11.12,overcast clouds
318,Yumen,CN,2022-07-15 20:04:38,40.2833,97.2,68.11,45,100,5.06,overcast clouds
319,San Policarpo,PH,2022-07-15 20:04:39,12.1791,125.5072,78.58,86,23,4.27,light rain
320,Nyamuswa,TZ,2022-07-15 20:04:39,-1.9,34.0167,71.28,53,100,2.1,overcast clouds
321,Amahai,ID,2022-07-15 20:04:40,-3.3333,128.9167,76.59,92,99,6.55,light rain
322,Port-Cartier,CA,2022-07-15 20:04:12,50.0334,-66.8654,74.59,36,81,6.98,broken clouds
323,Okhotsk,RU,2022-07-15 20:04:40,59.3833,143.3,59.27,90,100,1.66,overcast clouds
324,Port Blair,IN,2022-07-15 20:04:41,11.6667,92.75,79.48,86,100,6.62,heavy intensity rain
325,Sycow,PL,2022-07-15 20:04:41,51.3081,17.7198,57.63,51,100,6.78,overcast clouds
326,Cranbrook,CA,2022-07-15 20:00:18,49.4999,-115.7688,89.6,14,0,8.03,clear sky
327,Mega,ET,2022-07-15 20:04:41,4.05,38.3,59.77,78,66,16.44,broken clouds
328,Bethel,US,2022-07-15 20:03:26,41.3712,-73.414,87.19,48,75,5.75,broken clouds
329,Trelew,AR,2022-07-15 20:00:22,-43.249,-65.3051,43.21,70,99,13.62,overcast clouds
330,Nuoro,IT,2022-07-15 20:04:42,40.3211,9.3297,70.93,57,0,2.17,clear sky
331,Sabha,LY,2022-07-15 20:04:42,27.0377,14.4283,83.88,19,0,9.55,clear sky
332,Jatai,BR,2022-07-15 20:04:43,-17.8814,-51.7144,85.77,26,75,6.33,broken clouds
333,Olafsvik,IS,2022-07-15 20:01:48,64.8945,-23.7142,51.57,84,100,14.76,overcast clouds
334,Konskie,PL,2022-07-15 20:04:43,51.1917,20.4061,59.23,61,88,1.34,overcast clouds
335,Razole,IN,2022-07-15 20:04:44,16.4833,81.8333,77.76,89,100,4.72,light rain
336,Nieuw Amsterdam,SR,2022-07-15 20:04:44,5.8833,-55.0833,81.01,88,20,0.0,heavy intensity rain
337,Ko Samui,TH,2022-07-15 20:04:44,9.5357,99.9357,82.15,78,96,17.18,overcast clouds
338,Sholapur,IN,2022-07-15 20:04:45,17.6833,75.9167,74.35,85,100,16.08,overcast clouds
339,Itoman,JP,2022-07-15 20:04:45,26.1247,127.6694,83.17,94,100,10.36,overcast clouds
340,Sorong,ID,2022-07-15 20:04:46,-0.8833,131.25,76.86,91,41,8.97,scattered clouds
341,Viedma,AR,2022-07-15 20:04:46,-40.8135,-62.9967,45.66,84,100,16.22,overcast clouds
342,Broken Hill,AU,2022-07-15 20:01:49,-31.95,141.4333,45.14,40,100,15.14,overcast clouds
343,Manati,PR,2022-07-15 20:04:47,18.4275,-66.4921,87.06,85,12,19.6,few clouds
344,Yigou,CN,2022-07-15 20:04:47,35.8114,114.3167,77.31,93,100,2.08,overcast clouds
345,Torbay,CA,2022-07-15 20:02:24,47.6666,-52.7314,73.89,86,100,3.0,overcast clouds
346,Birjand,IR,2022-07-15 20:04:48,32.8663,59.2211,74.77,13,0,30.04,clear sky
347,Sorland,NO,2022-07-15 20:04:48,67.667,12.6934,48.06,81,100,12.48,overcast clouds
348,Bulgan,MN,2022-07-15 20:03:21,48.8125,103.5347,51.6,90,88,4.07,overcast clouds
349,Nantucket,US,2022-07-15 20:03:55,41.2835,-70.0995,78.91,80,0,6.91,clear sky
350,Halifax,CA,2022-07-15 19:59:57,44.6453,-63.5724,76.89,77,79,7.0,broken clouds
351,Gornopravdinsk,RU,2022-07-15 20:04:49,60.05,69.9,62.02,96,87,4.07,moderate rain
352,Namibe,AO,2022-07-15 20:04:49,-15.1961,12.1522,65.28,96,22,0.89,few clouds
353,Sinaloa,MX,2022-07-15 20:00:29,25.0,-107.5,92.61,42,10,8.05,clear sky
354,Buchanan,LR,2022-07-15 20:04:50,5.8808,-10.0467,75.52,86,100,9.62,light rain
355,Pangnirtung,CA,2022-07-15 20:04:50,66.1451,-65.7125,63.14,43,62,3.6,broken clouds
356,Lagos,NG,2022-07-15 20:00:17,6.5833,3.75,75.9,87,96,5.99,overcast clouds
357,Saint George,US,2022-07-15 20:04:51,37.1041,-113.5841,102.63,24,0,4.0,clear sky
358,Zhigansk,RU,2022-07-15 20:04:51,66.7697,123.3711,48.27,75,86,19.84,overcast clouds
359,Pachino,IT,2022-07-15 20:04:52,36.7186,15.0907,77.68,69,0,9.06,clear sky
360,Kota Belud,MY,2022-07-15 20:04:52,6.351,116.4305,76.84,78,100,3.71,overcast clouds
361,Ayan,RU,2022-07-15 20:04:52,56.45,138.1667,57.27,91,100,4.25,overcast clouds
362,Viesca,MX,2022-07-15 20:05:53,25.35,-102.8,92.07,24,1,11.97,clear sky
363,Farmington,US,2022-07-15 20:01:28,36.7281,-108.2187,97.16,22,0,3.0,clear sky
364,Ilhabela,BR,2022-07-15 20:05:54,-23.7781,-45.3581,73.6,68,88,5.1,overcast clouds
365,Quetta,PK,2022-07-15 20:05:54,30.199,67.0097,74.82,56,91,5.01,overcast clouds
366,Mitu,CO,2022-07-15 20:01:32,1.1983,-70.1733,72.91,95,100,1.88,overcast clouds
367,Tautira,PF,2022-07-15 20:05:54,-17.7333,-149.15,75.24,71,45,21.65,light rain
368,Touros,BR,2022-07-15 20:05:55,-5.1989,-35.4608,76.66,85,25,14.79,scattered clouds
369,Bonavista,CA,2022-07-15 20:05:55,48.6499,-53.1147,58.42,90,99,11.32,overcast clouds
370,Saint Anthony,US,2022-07-15 20:02:25,45.0205,-93.218,90.82,55,40,6.91,scattered clouds
371,Riyadh,SA,2022-07-15 20:04:43,24.6877,46.7219,95.14,10,76,10.18,broken clouds
372,Hede,CN,2022-07-15 20:05:55,33.7681,120.2517,75.22,83,79,1.01,broken clouds
373,Roald,NO,2022-07-15 20:05:56,62.5833,6.1333,55.17,76,40,3.44,scattered clouds
374,Meulaboh,ID,2022-07-15 20:05:56,4.1363,96.1285,76.66,88,90,4.34,overcast clouds
375,Lakatoro,VU,2022-07-15 20:05:56,-16.0999,167.4164,76.78,85,76,14.27,broken clouds
376,Woodward,US,2022-07-15 20:05:57,36.4337,-99.3904,105.03,25,0,13.8,clear sky
377,Chara,RU,2022-07-15 20:05:57,56.9064,118.2631,63.16,77,100,0.81,overcast clouds
378,Porta Westfalica,DE,2022-07-15 20:05:58,52.2378,8.919,62.65,65,73,2.3,broken clouds
379,Khonsa,IN,2022-07-15 20:05:58,27.0167,95.5667,70.57,96,9,4.7,clear sky
380,Yongan,CN,2022-07-15 20:05:58,39.6957,113.6871,73.44,74,100,1.28,overcast clouds
381,Kropotkin,RU,2022-07-15 20:05:59,45.4375,40.5756,71.64,57,0,6.22,clear sky
382,Miles City,US,2022-07-15 20:05:59,46.4083,-105.8406,97.77,28,0,9.22,clear sky
383,Baykit,RU,2022-07-15 20:05:59,61.67,96.37,49.05,92,86,1.1,overcast clouds
384,Anadyr,RU,2022-07-15 20:06:00,64.75,177.4833,50.0,66,68,11.01,broken clouds
385,Honningsvag,NO,2022-07-15 20:06:00,70.9821,25.9704,55.15,82,20,9.22,few clouds
386,Bicas,BR,2022-07-15 20:06:01,-21.7253,-43.0594,74.88,51,48,6.31,scattered clouds
387,Yaan,NG,2022-07-15 20:06:01,7.3833,8.5667,72.46,95,100,5.66,light rain
388,Fairbanks,US,2022-07-15 20:04:33,64.8378,-147.7164,69.6,48,100,9.22,overcast clouds
389,Sitka,US,2022-07-15 20:06:02,57.0531,-135.33,55.29,88,75,9.22,broken clouds
390,Mayumba,GA,2022-07-15 20:06:02,-3.432,10.6554,69.76,92,4,4.7,clear sky
391,Soyaux,FR,2022-07-15 20:06:03,45.65,0.2,78.78,41,100,8.12,overcast clouds
392,Mirnyy,RU,2022-07-15 20:06:03,62.5353,113.9611,59.23,100,89,8.99,overcast clouds
393,Avera,US,2022-07-15 20:06:04,33.194,-82.5271,91.54,40,39,5.77,scattered clouds
394,Atambua,ID,2022-07-15 20:06:04,-9.1061,124.8925,66.42,84,100,5.82,overcast clouds
395,Amarante,BR,2022-07-15 20:06:04,-6.2411,-42.8547,93.52,28,65,6.62,broken clouds
396,Salisbury,GB,2022-07-15 20:05:34,51.0693,-1.7957,70.65,62,83,9.73,broken clouds
397,Chumikan,RU,2022-07-15 20:06:05,54.7183,135.315,52.72,99,100,4.18,overcast clouds
398,Usinsk,RU,2022-07-15 20:06:05,65.9939,57.5281,71.01,68,31,8.72,scattered clouds
399,Jiuquan,CN,2022-07-15 20:06:06,39.7432,98.5174,70.29,48,100,0.09,overcast clouds
400,Ferry Pass,US,2022-07-15 20:06:06,30.5102,-87.2125,91.02,70,20,10.36,few clouds
401,Berlevag,NO,2022-07-15 20:06:07,70.8578,29.0864,69.6,82,0,20.71,clear sky
402,Zhezkazgan,KZ,2022-07-15 20:06:07,47.8043,67.7144,83.55,27,2,12.3,clear sky
403,Grindavik,IS,2022-07-15 20:06:07,63.8424,-22.4338,52.27,93,100,23.02,heavy intensity rain
404,Ulaangom,MN,2022-07-15 20:06:08,49.9811,92.0667,54.52,57,13,1.63,few clouds
405,Rehli,IN,2022-07-15 20:06:08,23.6333,79.0833,76.86,90,100,4.5,overcast clouds
406,Mangochi,MW,2022-07-15 20:06:09,-14.4782,35.2645,69.4,50,87,11.3,overcast clouds
407,Cap Malheureux,MU,2022-07-15 20:06:09,-19.9842,57.6142,68.47,86,82,8.99,light rain
408,Klaksvik,FO,2022-07-15 20:06:10,62.2266,-6.589,49.12,74,12,5.95,few clouds
409,Marawi,PH,2022-07-15 20:06:10,7.9986,124.2928,68.04,96,86,1.66,overcast clouds
410,Tawang,IN,2022-07-15 20:07:11,27.5833,91.8667,56.71,88,30,1.92,scattered clouds
411,Sao Joao Da Barra,BR,2022-07-15 20:07:11,-21.6403,-41.0511,77.09,78,21,18.5,few clouds
412,Abu Samrah,SY,2022-07-15 20:07:11,35.3029,37.1841,75.04,66,0,14.63,clear sky
413,La Asuncion,VE,2022-07-15 20:05:19,11.0333,-63.8628,77.13,89,100,10.89,overcast clouds
414,Derzhavinsk,KZ,2022-07-15 20:07:12,51.1,66.3167,80.24,43,95,7.07,overcast clouds
415,Yatou,CN,2022-07-15 20:07:12,37.15,122.3833,72.75,67,37,6.6,scattered clouds
416,Kuruman,ZA,2022-07-15 20:07:13,-27.4524,23.4325,54.73,31,0,3.91,clear sky
417,Lensk,RU,2022-07-15 20:07:13,60.7253,114.9278,63.36,100,100,2.71,moderate rain
418,Poletayevo,RU,2022-07-15 20:07:13,55.0336,61.1138,62.42,96,100,6.87,light rain
419,Pringsewu,ID,2022-07-15 20:07:14,-5.3582,104.9744,72.52,98,100,3.76,heavy intensity rain
420,Aden,YE,2022-07-15 20:07:14,12.7794,45.0367,86.16,68,68,14.03,broken clouds
421,Gat,IL,2022-07-15 20:05:05,31.61,34.7642,79.81,100,1,5.66,clear sky
422,Melfi,IT,2022-07-15 20:07:15,40.9965,15.6514,71.49,35,0,5.12,clear sky
423,Komsomolskiy,UZ,2022-07-15 20:04:46,40.4272,71.7189,79.52,29,0,4.61,clear sky
424,Ouadda,CF,2022-07-15 20:07:15,8.0777,22.4007,67.66,96,60,1.86,broken clouds
425,Altamira,BR,2022-07-15 20:07:16,-3.2033,-52.2064,83.19,67,100,1.12,overcast clouds
426,Bandarbeyla,SO,2022-07-15 20:03:29,9.4942,50.8122,79.05,78,100,30.98,overcast clouds
427,Taoudenni,ML,2022-07-15 20:07:16,22.6783,-3.9836,105.53,6,0,22.48,clear sky
428,Bereda,ES,2022-07-15 20:06:03,43.2686,-7.5406,77.58,95,100,1.9,overcast clouds
429,Baruun-Urt,MN,2022-07-15 20:07:17,46.6806,113.2792,59.85,92,100,10.42,overcast clouds
430,Diffa,NE,2022-07-15 20:07:17,13.3154,12.6113,78.12,74,100,1.97,overcast clouds
431,Jumla,NP,2022-07-15 20:03:05,29.2747,82.1838,62.55,88,77,0.13,broken clouds
432,Ayagoz,KZ,2022-07-15 20:07:18,47.9714,80.4392,64.38,41,0,3.49,clear sky
433,Los Llanos De Aridane,ES,2022-07-15 20:07:19,28.6585,-17.9182,69.55,88,20,13.8,few clouds
434,Pincher Creek,CA,2022-07-15 20:02:29,49.4833,-113.952,90.01,13,16,14.27,few clouds
435,Barrhead,GB,2022-07-15 20:07:19,55.7992,-4.3929,59.85,77,75,11.5,broken clouds
436,Nhulunbuy,AU,2022-07-15 20:07:20,-12.2333,136.7667,70.41,78,100,10.36,overcast clouds
437,Saint-Joseph,RE,2022-07-15 20:07:20,-21.3667,55.6167,64.78,79,38,12.28,light rain
438,Evensk,RU,2022-07-15 20:07:20,61.95,159.2333,60.44,75,0,3.74,clear sky
439,Lufilufi,WS,2022-07-15 20:07:21,-13.8745,-171.5986,77.79,81,30,20.76,light rain
440,Burnie,AU,2022-07-15 20:07:09,-41.0667,145.9167,47.95,89,100,7.25,overcast clouds
441,Kosh-Agach,RU,2022-07-15 20:07:22,50.0,88.6667,47.8,77,88,3.04,overcast clouds
442,Auki,SB,2022-07-15 20:07:22,-8.7676,160.7034,76.23,85,100,3.78,overcast clouds
443,Mitsamiouli,KM,2022-07-15 20:07:22,-11.3847,43.2844,77.05,68,9,12.33,clear sky
444,Bouna,CI,2022-07-15 20:07:23,9.2667,-3.0,76.96,75,100,4.61,overcast clouds
445,Marsabit,KE,2022-07-15 20:07:23,2.3284,37.9899,66.47,58,46,25.21,scattered clouds
446,Ocos,GT,2022-07-15 20:07:23,14.5094,-92.1933,84.38,76,77,6.93,broken clouds
447,Valley City,US,2022-07-15 20:05:05,46.9233,-98.0032,84.72,58,0,4.61,clear sky
448,Imeni Poliny Osipenko,RU,2022-07-15 20:07:24,52.4201,136.4853,59.22,96,13,5.1,few clouds
449,Puerto El Triunfo,SV,2022-07-15 20:07:24,13.2833,-88.55,89.38,55,43,6.96,scattered clouds
450,San Rafael,AR,2022-07-15 20:07:25,-34.6177,-68.3301,43.05,54,100,12.86,overcast clouds
451,Altoona,US,2022-07-15 20:07:25,40.5187,-78.3947,84.33,47,7,4.05,clear sky
452,Ahuimanu,US,2022-07-15 20:07:25,21.4447,-157.8378,85.71,81,40,13.8,light rain
453,Ambilobe,MG,2022-07-15 20:07:26,-13.2,49.05,66.54,87,4,3.29,clear sky
454,Karratha,AU,2022-07-15 20:07:26,-20.7377,116.8463,63.84,46,2,5.41,clear sky
455,Belyy Yar,RU,2022-07-15 20:07:27,53.6039,91.3903,57.09,73,0,2.24,clear sky
456,Richards Bay,ZA,2022-07-15 20:07:27,-28.783,32.0377,61.59,84,43,1.59,scattered clouds
457,Kerema,PG,2022-07-15 20:07:27,-7.9631,145.7785,74.68,80,100,9.6,overcast clouds
458,Yarada,IN,2022-07-15 20:08:18,17.65,83.2667,79.12,100,75,2.3,light intensity drizzle
459,Banda Aceh,ID,2022-07-15 20:08:28,5.5577,95.3222,79.95,78,100,10.76,overcast clouds
460,Ola,RU,2022-07-15 20:08:28,59.5833,151.2833,62.15,96,100,0.83,light rain
461,Parczew,PL,2022-07-15 20:08:29,51.6402,22.9006,58.24,66,12,7.31,few clouds
462,Wittingen,DE,2022-07-15 20:08:29,52.7269,10.7361,60.8,83,66,6.76,broken clouds
463,Tukrah,LY,2022-07-15 20:08:30,32.5341,20.5791,76.87,66,0,9.42,clear sky
464,Camapua,BR,2022-07-15 20:08:30,-19.5314,-54.0439,90.82,20,19,10.78,few clouds
465,Verkhoyansk,RU,2022-07-15 20:08:31,67.5447,133.385,62.2,73,100,9.57,overcast clouds
466,Basar,IN,2022-07-15 20:08:31,27.9833,94.6667,73.35,98,9,2.51,clear sky
467,Geraldton,AU,2022-07-15 20:08:31,-28.7667,114.6,52.21,93,75,9.22,broken clouds
468,Sabang,ID,2022-07-15 20:08:32,5.8933,95.3214,82.42,77,100,16.73,overcast clouds
469,Elat,IL,2022-07-15 20:08:32,29.5581,34.9482,89.44,40,0,11.5,clear sky
470,Kalianget,ID,2022-07-15 20:08:33,-7.05,113.9333,80.35,78,85,12.06,overcast clouds
471,Les Cayes,HT,2022-07-15 20:08:33,18.2,-73.75,86.85,58,0,10.87,clear sky
472,Marica,BR,2022-07-15 20:03:38,-22.9194,-42.8186,80.55,68,100,9.82,overcast clouds
473,Akyab,MM,2022-07-15 20:08:33,20.15,92.9,81.21,85,99,13.53,overcast clouds
474,Dongsheng,CN,2022-07-15 20:08:34,39.8161,109.9776,69.08,56,100,13.04,overcast clouds
475,Porto Belo,BR,2022-07-15 20:08:34,-27.1578,-48.5531,74.08,92,99,6.35,overcast clouds
476,Mount Gambier,AU,2022-07-15 20:08:35,-37.8333,140.7667,47.53,72,100,14.67,light rain
477,Thunder Bay,CA,2022-07-15 20:08:35,48.4001,-89.3168,67.51,61,20,8.46,few clouds
478,Shache,CN,2022-07-15 20:08:35,38.4167,77.2406,72.86,45,26,7.81,scattered clouds
479,Alvand,IR,2022-07-15 20:08:36,36.3187,49.1678,60.98,64,0,3.87,clear sky
480,Kurilsk,RU,2022-07-15 20:08:36,45.2333,147.8833,52.79,87,10,6.08,clear sky
481,Junnar,IN,2022-07-15 20:08:37,19.2,73.8833,70.93,97,100,11.77,overcast clouds
482,Moose Factory,CA,2022-07-15 20:08:37,51.2585,-80.6094,80.51,33,100,12.39,overcast clouds
483,Ruteng,ID,2022-07-15 20:08:37,-8.6136,120.4721,60.66,95,93,3.06,overcast clouds
484,Erzin,TR,2022-07-15 20:08:38,36.9559,36.2,74.82,80,6,2.53,clear sky
485,Vaitape,PF,2022-07-15 20:08:38,-16.5167,-151.75,77.61,61,70,21.65,broken clouds
486,Benghazi,LY,2022-07-15 20:08:39,32.1167,20.0667,77.97,66,0,11.86,clear sky
487,Ust-Kuyga,RU,2022-07-15 20:08:39,70.0167,135.6,46.6,83,99,6.76,overcast clouds
488,Vysokogornyy,RU,2022-07-15 20:08:39,50.1167,139.15,52.77,90,100,3.87,overcast clouds
489,Bobo Dioulasso,BF,2022-07-15 20:08:40,11.1771,-4.2979,78.03,79,60,5.23,broken clouds
490,Porto Novo,BJ,2022-07-15 20:08:40,6.4965,2.6036,76.39,86,71,7.94,broken clouds
491,Chippewa Falls,US,2022-07-15 20:06:16,44.9369,-91.3929,82.58,61,100,6.53,overcast clouds
492,Guane,CU,2022-07-15 20:08:41,22.2025,-84.0875,89.46,49,85,6.29,overcast clouds
493,Marsh Harbour,BS,2022-07-15 20:05:33,26.5412,-77.0636,82.74,73,100,14.7,overcast clouds
494,Kerchevskiy,RU,2022-07-15 20:08:41,59.946,56.2884,62.11,95,91,2.51,overcast clouds
495,Hue,VN,2022-07-15 20:08:42,16.4667,107.6,82.51,83,40,4.61,scattered clouds
496,Zeya,RU,2022-07-15 20:08:42,53.75,127.2667,65.46,81,41,3.58,scattered clouds
497,Vincennes,FR,2022-07-15 20:08:42,48.85,2.4333,75.92,34,0,6.91,clear sky
498,Ornskoldsvik,SE,2022-07-15 20:08:43,63.2909,18.7153,54.55,82,100,13.8,overcast clouds
499,Kodinsk,RU,2022-07-15 20:08:43,58.6881,99.1844,52.97,68,45,0.94,scattered clouds
500,Cherskiy,RU,2022-07-15 20:05:58,68.75,161.3,54.59,39,76,4.23,broken clouds
501,Tarauaca,BR,2022-07-15 20:08:44,-8.1614,-70.7656,82.83,68,99,2.98,overcast clouds
502,Griffith,US,2022-07-15 20:08:44,41.5284,-87.4237,72.9,94,75,13.8,mist
503,Mangan,IN,2022-07-15 20:08:45,27.5167,88.5333,75.67,86,10,3.11,clear sky
504,Hay River,CA,2022-07-15 20:08:45,60.8156,-115.7999,62.2,63,100,9.78,overcast clouds
505,Alta Floresta,BR,2022-07-15 20:08:46,-9.8756,-56.0861,97.97,21,6,4.21,clear sky
506,Bilma,NE,2022-07-15 20:09:46,18.6853,12.9164,80.85,69,87,27.89,overcast clouds
507,Bakchar,RU,2022-07-15 20:09:46,57.0186,82.0711,54.61,94,100,1.99,light rain
508,Nome,US,2022-07-15 20:09:47,64.5011,-165.4064,60.87,45,0,9.22,clear sky
509,Lopsmarka,NO,2022-07-15 20:09:47,67.3134,14.4493,49.89,91,75,16.11,light intensity drizzle
510,Baker City,US,2022-07-15 20:06:01,44.7749,-117.8344,83.91,25,0,6.91,clear sky
511,Araouane,ML,2022-07-15 20:09:48,18.9048,-3.5265,101.37,14,3,3.96,clear sky
512,Adre,TD,2022-07-15 20:06:33,13.4667,22.2,72.37,88,100,5.82,moderate rain
513,Kloulklubed,PW,2022-07-15 20:09:48,7.0419,134.2556,75.7,75,99,9.08,light rain
514,Gairatganj,IN,2022-07-15 20:09:49,23.4202,78.2385,74.8,93,93,6.08,light rain
515,Margate,GB,2022-07-15 20:09:49,51.3813,1.3862,69.69,60,56,10.47,broken clouds
516,Umm Kaddadah,SD,2022-07-15 20:06:26,13.6017,26.6876,79.03,66,100,15.32,overcast clouds
517,Chateaubelair,VC,2022-07-15 20:09:49,13.2833,-61.25,79.95,82,28,15.59,scattered clouds
518,Da Lat,VN,2022-07-15 20:09:50,11.9465,108.4419,61.38,99,80,0.74,broken clouds
519,Kaitangata,NZ,2022-07-15 20:09:50,-46.2817,169.8464,37.78,93,29,10.89,scattered clouds
520,Morwell,AU,2022-07-15 20:09:51,-38.2333,146.4,47.41,86,100,1.16,overcast clouds
521,Muzaffarabad,PK,2022-07-15 20:09:51,34.37,73.4711,73.72,79,6,5.64,clear sky
522,Zemio,CF,2022-07-15 20:09:51,5.0314,25.1361,68.9,94,64,2.53,broken clouds
523,Shar,KZ,2022-07-15 20:09:52,49.5886,81.0453,70.36,42,7,5.48,clear sky
524,Mantua,IT,2022-07-15 20:09:52,45.1667,10.7833,87.04,62,58,7.0,broken clouds
525,Belaya Gora,RU,2022-07-15 20:09:53,68.5333,146.4167,64.09,64,97,10.42,overcast clouds
